age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,<=50k
57, Private,142791, 7th-8th,4, Widowed, Sales, Other-relative, White, Female,0,1602,3, United-States, <=50K
34, Private,188736, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Other-relative, Other, Female,0,0,20, Columbia, <=50K
19, ?,134974, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,20, United-States, <=50K
28, Self-emp-inc,153291, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
40, Private,353432, 10th,6, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,35, United-States, <=50K
46, ?,202560, HS-grad,9, Married-civ-spouse, ?, Wife, White, Female,0,0,40, United-States, >50K
45, Private,132847, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, ?,41356, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,35, United-States, <=50K
50, Self-emp-not-inc,93705, Some-college,10, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private,123084, 11th,7, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
35, Self-emp-not-inc,454915, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Private,175625, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
19, ?,119234, Some-college,10, Never-married, ?, Other-relative, White, Female,0,0,15, United-States, <=50K
51, Private,101722, 7th-8th,4, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,3908,0,47, United-States, <=50K
34, Private,135785, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,36, United-States, <=50K
23, ?,218415, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,10, United-States, <=50K
37, Federal-gov,448337, HS-grad,9, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
33, Private,251521, 11th,7, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
26, Private,71009, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
22, Private,174975, Assoc-voc,11, Never-married, Tech-support, Own-child, White, Female,0,0,36, United-States, <=50K
17, Private,204018, 11th,7, Never-married, Sales, Unmarried, White, Male,0,0,15, United-States, <=50K
57, ?,366563, Some-college,10, Divorced, ?, Not-in-family, White, Female,0,0,40, United-States, <=50K
68, Private,121846, 7th-8th,4, Widowed, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
70, Private,278139, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,3432,0,40, United-States, <=50K
19, State-gov,536725, Some-college,10, Never-married, Adm-clerical, Other-relative, White, Female,0,0,15, Japan, <=50K
19, Private,286002, Some-college,10, Never-married, Adm-clerical, Other-relative, White, Male,0,0,30, Nicaragua, <=50K
30, Private,231413, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
26, ?,130832, Bachelors,13, Never-married, ?, Unmarried, White, Female,0,0,10, United-States, <=50K
30, Private,130078, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,45, United-States, <=50K
51, Private,189762, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,15, United-States, >50K
21, ?,262062, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,40, United-States, <=50K
30, Self-emp-not-inc,278522, 11th,7, Never-married, Farming-fishing, Own-child, Black, Male,0,0,40, United-States, <=50K
52, Private,358554, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, >50K
59, Private,307423, 9th,5, Never-married, Other-service, Not-in-family, Black, Male,0,0,50, United-States, <=50K
43, Federal-gov,115562, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc,97883, HS-grad,9, Separated, Other-service, Other-relative, White, Female,0,0,25, United-States, <=50K
37, Private,103323, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
35, Self-emp-inc,135436, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
36, Private,376455, Assoc-voc,11, Divorced, Craft-repair, Not-in-family, White, Male,0,0,38, United-States, <=50K
61, Private,170262, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,15024,0,38, United-States, >50K
64, Private,151540, 11th,7, Widowed, Tech-support, Unmarried, White, Female,0,0,16, United-States, <=50K
56, Private,161662, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,42, United-States, >50K
24, Local-gov,201664, Some-college,10, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
46, Private,126513, HS-grad,9, Separated, Craft-repair, Unmarried, Black, Female,0,0,40, ?, <=50K
61, Private,199198, 7th-8th,4, Widowed, Other-service, Not-in-family, Black, Female,0,0,21, United-States, <=50K
45, Private,162606, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
18, Private,115839, 12th,8, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
38, Private,117802, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,65, United-States, >50K
19, Private,343200, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
22, Private,401690, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,20, Mexico, <=50K
33, Private,168981, Masters,14, Divorced, Exec-managerial, Own-child, White, Female,14084,0,50, United-States, >50K
38, Private,153976, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Private,119176, Some-college,10, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Private,169117, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,1887,40, United-States, >50K
25, Private,109609, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,25, United-States, <=50K
33, State-gov,306309, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
17, Private,242773, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
52, Local-gov,43909, HS-grad,9, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
25, Private,148300, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, United-States, <=50K
17, Private,133449, 9th,5, Never-married, Other-service, Own-child, Black, Male,0,0,26, United-States, <=50K
58, Private,317479, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
39, Private,151248, Some-college,10, Divorced, Sales, Other-relative, White, Female,0,0,35, United-States, <=50K
59, Local-gov,130532, Some-college,10, Widowed, Other-service, Not-in-family, White, Female,0,0,40, Poland, <=50K
51, Private,33304, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Private,95634, Bachelors,13, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female,0,0,45, ?, <=50K
20, Private,243878, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private,334032, Assoc-voc,11, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
50, Private,220019, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
42, Self-emp-not-inc,27661, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
39, Private,123945, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
40, Private,93955, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
63, Private,163809, Some-college,10, Widowed, Sales, Not-in-family, White, Female,0,0,20, United-States, <=50K
53, Private,346754, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
68, Private,186350, HS-grad,9, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,10, United-States, >50K
22, ?,214238, 7th-8th,4, Never-married, ?, Unmarried, White, Female,0,0,40, Mexico, <=50K
66, Private,192504, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
29, Private,131310, Assoc-acdm,12, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
30, Private,166961, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,37, United-States, <=50K
25, Private,189219, Bachelors,13, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
24, Private,210781, Bachelors,13, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,40, France, <=50K
59, Local-gov,171328, HS-grad,9, Separated, Protective-serv, Other-relative, Black, Female,0,2339,40, United-States, <=50K
42, Private,190767, Assoc-voc,11, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Private,171615, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,48, United-States, <=50K
46, Private,177114, Assoc-acdm,12, Widowed, Prof-specialty, Unmarried, White, Female,0,0,27, United-States, <=50K
32, Private,146154, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States, <=50K
20, Private,219835, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,30, ?, <=50K
45, Private,197418, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,48, United-States, <=50K
17, Private,173807, 11th,7, Never-married, Craft-repair, Own-child, White, Female,0,0,15, United-States, <=50K
32, Private,270968, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, >50K
47, Private,107682, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,48, United-States, <=50K
25, Private,188507, 7th-8th,4, Never-married, Machine-op-inspct, Other-relative, White, Female,0,0,40, Dominican-Republic, <=50K
18, ?,28311, 11th,7, Never-married, ?, Own-child, White, Female,0,0,35, United-States, <=50K
19, Private,177839, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
32, Private,106742, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
42, Private,172148, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
38, Private,48093, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
43, Private,195212, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,40, ?, <=50K
32, Private,430175, HS-grad,9, Divorced, Craft-repair, Other-relative, Black, Female,0,0,50, United-States, <=50K
44, Federal-gov,240628, Assoc-acdm,12, Divorced, Exec-managerial, Not-in-family, White, Female,2354,0,40, United-States, <=50K
55, Private,28735, HS-grad,9, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,45, United-States, <=50K
37, Private,167482, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private,105138, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
57, State-gov,254949, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
18, Private,267965, 11th,7, Never-married, Sales, Not-in-family, White, Female,0,0,15, United-States, <=50K
33, Private,147700, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
53, Private,117058, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
36, State-gov,210830, Masters,14, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, United-States, <=50K
29, Private,196420, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
52, Private,172165, 10th,6, Divorced, Other-service, Other-relative, White, Female,0,0,25, United-States, <=50K
22, Private,119359, Bachelors,13, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
44, Self-emp-not-inc,109684, Masters,14, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private,224141, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
26, Private,58098, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,1974,40, United-States, <=50K
46, ?,37672, HS-grad,9, Divorced, ?, Not-in-family, White, Female,0,0,15, United-States, <=50K
49, Federal-gov,35406, HS-grad,9, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,20, United-States, <=50K
58, Private,238438, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, United-States, <=50K
21, Private,56582, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,50, United-States, <=50K
67, Local-gov,176931, 7th-8th,4, Widowed, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
52, Federal-gov,312500, Assoc-voc,11, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private,102085, HS-grad,9, Divorced, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
54, Self-emp-not-inc,83311, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, >50K
51, Private,162988, 10th,6, Divorced, Other-service, Unmarried, White, Female,0,0,25, United-States, <=50K
24, Private,310380, Some-college,10, Married-spouse-absent, Adm-clerical, Own-child, Black, Female,0,0,45, United-States, <=50K
26, Private,311497, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private,155890, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
63, Private,106910, 5th-6th,3, Widowed, Other-service, Other-relative, Asian-Pac-Islander, Female,0,0,19, Philippines, <=50K
75, Private,71898, Preschool,1, Never-married, Priv-house-serv, Not-in-family, Asian-Pac-Islander, Female,0,0,48, Philippines, <=50K
52, Private,222107, Some-college,10, Divorced, Sales, Unmarried, White, Female,0,0,50, United-States, <=50K
69, Private,277588, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,10, United-States, <=50K
40, Federal-gov,391744, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
30, Private,86808, Bachelors,13, Never-married, Prof-specialty, Other-relative, White, Female,0,0,40, United-States, <=50K
51, State-gov,105943, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,3908,0,40, United-States, <=50K
40, Private,101272, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,32, United-States, <=50K
31, Private,198069, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,24, United-States, <=50K
26, Local-gov,167261, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Local-gov,251854, Some-college,10, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
51, Private,302579, HS-grad,9, Divorced, Other-service, Other-relative, Black, Female,0,0,30, United-States, <=50K
46, Self-emp-inc,326048, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
18, Private,335665, 11th,7, Never-married, Other-service, Other-relative, Black, Female,0,0,24, United-States, <=50K
25, Private,212522, HS-grad,9, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
26, ?,131777, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,2002,40, United-States, <=50K
42, Private,159911, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
22, Private,133833, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
30, Private,182833, Some-college,10, Never-married, Exec-managerial, Own-child, Black, Female,0,0,40, United-States, <=50K
22, Private,383603, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
43, Private,184846, HS-grad,9, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,60, United-States, <=50K
35, Private,112512, HS-grad,9, Widowed, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
28, Private,137296, Assoc-acdm,12, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
25, Private,295108, HS-grad,9, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,25, United-States, <=50K
31, Private,240283, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
39, Private,180667, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
19, Private,178147, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
45, State-gov,36032, HS-grad,9, Divorced, Protective-serv, Unmarried, Black, Female,0,0,40, United-States, <=50K
30, Private,174215, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,15, United-States, <=50K
24, Private,228772, 5th-6th,3, Never-married, Machine-op-inspct, Other-relative, White, Female,0,0,40, Mexico, <=50K
48, Local-gov,121622, Masters,14, Never-married, Prof-specialty, Unmarried, White, Female,0,1380,40, United-States, <=50K
18, Private,201613, 12th,8, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
26, Private,139116, Some-college,10, Never-married, Other-service, Own-child, Black, Female,0,0,50, United-States, <=50K
34, Private,271933, Masters,14, Never-married, Exec-managerial, Unmarried, White, Female,0,0,50, United-States, <=50K
61, Self-emp-not-inc,215591, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,40, United-States, >50K
59, Self-emp-not-inc,96459, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
28, ?,205562, Masters,14, Never-married, ?, Not-in-family, Black, Female,0,0,40, United-States, <=50K
30, Private,145231, Assoc-acdm,12, Divorced, Adm-clerical, Own-child, White, Female,0,1762,40, United-States, <=50K
39, Private,218490, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, United-States, >50K
53, Private,194791, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
24, Private,194630, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,0,0,35, United-States, <=50K
40, State-gov,391736, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, State-gov,170091, Some-college,10, Never-married, Prof-specialty, Own-child, White, Female,0,0,6, United-States, <=50K
36, Private,175360, Masters,14, Never-married, Adm-clerical, Not-in-family, White, Male,13550,0,50, United-States, >50K
35, Private,276153, Bachelors,13, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,4650,0,40, United-States, <=50K
53, Federal-gov,105788, Bachelors,13, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,50, United-States, >50K
32, Private,168443, Masters,14, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
33, Private,120201, HS-grad,9, Divorced, Adm-clerical, Own-child, Other, Female,0,0,65, United-States, <=50K
44, State-gov,87282, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,38, United-States, <=50K
42, Private,409902, HS-grad,9, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,25, United-States, <=50K
35, Private,283305, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private,162343, Some-college,10, Never-married, Adm-clerical, Other-relative, Black, Male,0,0,22, United-States, <=50K
49, Local-gov,159641, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Female,0,625,40, United-States, <=50K
31, Private,128493, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
30, State-gov,290677, Masters,14, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,20, United-States, <=50K
38, Local-gov,169104, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, >50K
22, Private,203182, Bachelors,13, Never-married, Exec-managerial, Unmarried, White, Female,0,0,30, United-States, <=50K
26, Private,166666, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
21, Private,32732, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private,216889, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc,249585, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
46, Local-gov,146497, HS-grad,9, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private,162322, Assoc-voc,11, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
44, State-gov,115932, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
61, Self-emp-not-inc,392694, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
50, Self-emp-inc,123429, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Italy, >50K
53, Private,254285, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
49, Private,281647, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
19, Private,252862, Assoc-voc,11, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
36, Private,105138, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
60, Private,297261, Some-college,10, Widowed, Sales, Not-in-family, White, Female,0,0,15, United-States, <=50K
43, Private,148998, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Private,143046, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
31, Private,198452, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
21, State-gov,151790, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
35, Private,214896, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
32, Private,462255, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
17, Private,187308, 10th,6, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
45, Local-gov,189890, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
19, Private,63434, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,35, United-States, <=50K
45, Private,1366120, Assoc-voc,11, Divorced, Other-service, Not-in-family, White, Female,0,0,8, United-States, <=50K
34, Local-gov,134886, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,1740,35, United-States, <=50K
17, ?,181337, 10th,6, Never-married, ?, Own-child, Other, Female,0,0,20, United-States, <=50K
23, Private,406641, Some-college,10, Never-married, Handlers-cleaners, Other-relative, White, Female,0,0,18, United-States, <=50K
36, ?,139770, Some-college,10, Divorced, ?, Own-child, White, Female,0,0,32, United-States, <=50K
25, Private,180212, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
38, ?,338212, Some-college,10, Married-civ-spouse, ?, Wife, White, Female,0,0,20, United-States, <=50K
29, Private,168470, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
26, Local-gov,80485, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,38, United-States, <=50K
24, Private,216867, 10th,6, Never-married, Other-service, Other-relative, White, Male,0,0,30, Mexico, <=50K
18, ?,266287, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,25, United-States, <=50K
81, ?,89015, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,18, United-States, <=50K
52, Private,167527, 11th,7, Widowed, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
35, Private,210150, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private,31053, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
18, Private,362302, 12th,8, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
54, Private,87205, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,0,0,15, United-States, <=50K
45, Private,191703, HS-grad,9, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
43, Private,242968, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, India, >50K
23, Local-gov,185575, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
47, Private,431245, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
51, Private,118793, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, >50K
63, Private,113756, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
26, ?,221626, Bachelors,13, Married-civ-spouse, ?, Wife, White, Female,0,0,40, United-States, <=50K
42, Self-emp-not-inc,352196, HS-grad,9, Separated, Other-service, Not-in-family, White, Female,0,0,22, United-States, <=50K
34, Private,386370, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
31, ?,85077, Bachelors,13, Married-civ-spouse, ?, Wife, White, Female,0,1902,20, United-States, >50K
46, Local-gov,180010, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
26, Private,343506, HS-grad,9, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
49, Local-gov,116163, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,50, France, <=50K
55, State-gov,153451, HS-grad,9, Married-civ-spouse, Tech-support, Wife, White, Female,0,1887,40, United-States, >50K
27, Private,33429, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private,169583, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
47, Private,146497, Some-college,10, Separated, Adm-clerical, Unmarried, White, Female,0,0,16, Germany, <=50K
27, Private,240809, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,56, United-States, <=50K
27, Private,218785, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
23, ?,381741, Assoc-acdm,12, Never-married, ?, Own-child, White, Male,0,1721,20, United-States, <=50K
44, State-gov,175696, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
49, Private,224393, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, >50K
26, Private,131686, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
73, ?,84390, Assoc-voc,11, Married-spouse-absent, ?, Not-in-family, White, Female,0,0,32, United-States, <=50K
47, Private,72880, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
17, Private,108909, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
53, Private,122412, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
